Metadata_platename,Metadata_platenum,Metadata_well,Count_Nuclei,hc_Count_Nuclei_normalized,hc_Count_Nuclei_z_score,Row,Col,Compound Plate #,Chemical.Name,Treatments,Positive.control
MRMTRP10uM03,12388,L19,3.5,192.266,-1.779,L,19,3,Thiocolchicoside,DRUG,no
MRMTRP10uM03,12388,O20,3.5,187.383,-1.816,O,20,3,Raclopride,DRUG,no
MRMTRP10uM02,12386,I14,3.5,170.648,-1.942,I,14,2,Mefloquine hydrochloride,DRUG,yes
MRMTRP38,12335,I22,3.5,168.781,-1.956,I,22,38,BCC0040284,DRUG,no
MRMTRP08,12298,H21,3.5,147.211,-2.119,H,21,8,BCC0042562,DRUG,no
MRMTRP10uM01,12384,G20,3.5,122.867,-2.304,G,20,1,D-erythro-Sphingosine,DRUG,no
MRMTRP38,12335,I06,3.5,99.82,-2.478,I,6,38,BCC0034172,DRUG,no
MRMTRP29,12322,P07,3.5,84.172,-2.596,P,7,29,BCC0044707,DRUG,no
MRMTRP33,12330,O24,3.5,76.867,-2.651,O,24,33,BCC0051682,DRUG,no
MRMTRP41,12401,O20,3.5,74.391,-2.67,O,20,41,BCC0103344,DRUG,no
MRMTRP10uM01,12384,M20,3.5,67.992,-2.719,M,20,1,Indirubin-3'-monooxime,DRUG,no
MRMTRP35,12332,P18,3.5,15.117,-3.118,P,18,35,BCC0096514,DRUG,no
MRMTRP10uM04,12390,I10,3.5,12.398,-3.139,I,10,4,Furaltadone hydrochloride,DRUG,no
MRMTRP38,12335,A22,3.5,9.5,-3.161,A,22,38,BCC0044396,DRUG,no
MRMTRP10uM03,12388,I06,3.5,6.266,-3.185,I,6,3,Clobutinol hydrochloride,DRUG,no
MRMTRP16,12311,J11,3.5,-26.102,-3.43,J,11,16,BCC0032773,DRUG,no
MRMTRP25,12318,H16,3.5,-36.438,-3.508,H,16,25,BCC0045991,DRUG,no
MRMTRP19,12313,D19,3.5,-44.742,-3.571,D,19,19,BCC0062362,DRUG,no
MRMTRP15,12304,F10,3.5,-51.875,-3.625,F,10,15,BCC0047147,DRUG,no
MRMTRP10,12300,L09,3.5,-86.883,-3.89,L,9,10,BCC0034713,DRUG,no
MRMTRP23,12317,K11,3.5,-117.398,-4.121,K,11,23,BCC0110711,DRUG,no
MRMTRP10uM01,12384,G09,3.5,-119.578,-4.137,G,9,1,Z-VAD-FMK,DRUG,no
MRMTRP43,12382,H12,3.5,-145.227,-4.331,H,12,43,BCC0035871,DRUG,no
MRMTRP08,12298,D09,3.5,-252.336,-5.141,D,9,8,BCC0107350,DRUG,no
MRMTRP28,12321,O13,3.5,-276.141,-5.321,O,13,28,BCC0072760,DRUG,no
MRMTRP07,12297,G21,3.5,-306.398,-5.55,G,21,7,BCC0043506,DRUG,no
MRMTRP20,12314,B14,3.5,-323.188,-5.677,B,14,20,BCC0047654,DRUG,no
MRMTRP08,12298,L08,3.5,-332.453,-5.747,L,8,8,BCC0088821,DRUG,no
MRMTRP28,12321,E19,3.5,-395.031,-6.22,E,19,28,BCC0041471,DRUG,no
MRMTRP1uM01,12383,C11,3.5,-444.398,-6.594,C,11,1,Gliotoxin,DRUG,no
MRMTRP25,12318,P03,4,510.516,0.628,P,3,25,PAC,DMSO,no
MRMTRP1uM04,12389,K12,4,366.234,-0.463,K,12,4,Sulfamethazine sodium salt,DRUG,no
MRMTRP32,12329,B23,4,266.938,-1.214,B,23,32,BCC0087189,DRUG,no
MRMTRP10uM02,12386,G21,4,181.195,-1.862,G,21,2,Niclosamide,DRUG,no
MRMTRP36,12333,K18,4,111.523,-2.389,K,18,36,BCC0089921,DRUG,no
MRMTRP10uM05,12392,G12,4,94.445,-2.519,G,12,5,(R)-Propranolol hydrochloride,DRUG,no
MRMTRP40,12336,N11,4,57.258,-2.8,N,11,40,BCC0029930,DRUG,no
MRMTRP34,12331,K09,4,9.75,-3.159,K,9,34,BCC0096443,DRUG,no
MRMTRP24,12399,K10,4,-12.891,-3.33,K,10,24,BCC0035340,DRUG,no
MRMTRP33,12330,O09,4,-54.602,-3.646,O,9,33,BCC0038264,DRUG,no
MRMTRP40,12336,O12,4,-68.125,-3.748,O,12,40,BCC0099266,DRUG,no
MRMTRP35,12332,A08,4,-99.125,-3.982,A,8,35,BCC0098573,DRUG,no
MRMTRP26,12319,H07,4,-133.648,-4.244,H,7,26,BCC0060643,DRUG,no
MRMTRP26,12319,N10,4,-183.008,-4.617,N,10,26,BCC0077114,DRUG,no
MRMTRP24,12399,A16,4,-196.133,-4.716,A,16,24,BCC0038708,DRUG,no
MRMTRP13,12303,N08,4,-205.211,-4.785,N,8,13,BCC0044634,DRUG,no
MRMTRP15,12304,B19,4,-264.688,-5.235,B,19,15,BCC0032060,DRUG,no
MRMTRP13,12303,K08,4,-282.992,-5.373,K,8,13,BCC0044724,DRUG,no
MRMTRP10,12300,B18,4,-297.703,-5.484,B,18,10,BCC0064280,DRUG,no
MRMTRP08,12298,P14,4,-462.18,-6.728,P,14,8,BCC0050378,DRUG,no
MRMTRP17,12398,B07,4,-655.961,-8.194,B,7,17,BCC0032455,DRUG,no
MRMTRP1uM04,12389,L22,4.5,473.391,0.347,L,22,4,Allopurinol,DRUG,no
MRMTRP1uM04,12389,L14,4.5,437.031,0.072,L,14,4,Bephenium hydroxynaphthoate,DRUG,no
MRMTRP11,12301,G22,4.5,249.141,-1.349,G,22,11,BCC0034908,DRUG,no
MRMTRP23,12317,N21,4.5,210.219,-1.643,N,21,23,BCC0104607,DRUG,no
MRMTRP1uM02,12385,E24,4.5,181.938,-1.857,E,24,2,R(-) Apomorphine hydrochloride hemihydrate,DRUG,no
MRMTRP10uM01,12384,G23,4.5,176.422,-1.899,G,23,1,Acivicin,DRUG,no
MRMTRP1uM03,12387,M09,4.5,151.695,-2.086,M,9,3,Probucol,DRUG,no
MRMTRP16,12311,L21,4.5,144.93,-2.137,L,21,16,BCC0037562,DRUG,no
MRMTRP15,12304,C21,4.5,140.156,-2.173,C,21,15,BCC0108941,DRUG,no
MRMTRP40,12336,B10,4.5,60.289,-2.777,B,10,40,BCC0047501,DRUG,no
MRMTRP22,12316,P18,4.5,54.484,-2.821,P,18,22,BCC0114955,DRUG,no
MRMTRP18,12312,B19,4.5,37.547,-2.949,B,19,18,BCC0033055,DRUG,no
MRMTRP10uM02,12386,P18,4.5,36.195,-2.959,P,18,2,Quinacrine dihydrochloride hydrate,DRUG,no
MRMTRP10uM01,12384,E16,4.5,26.617,-3.032,E,16,1,TYRPHOSTIN 9,DRUG,no
MRMTRP10uM01,12384,G18,4.5,0.5,-3.229,G,18,1,Ro 31-8220 mesylate,DRUG,no
MRMTRP13,12303,M14,4.5,0.086,-3.232,M,14,13,BCC0050128,DRUG,no
MRMTRP43,12382,C24,4.5,-6.297,-3.28,C,24,43,BCC0035359,DRUG,no
MRMTRP24,12399,N07,4.5,-18.547,-3.373,N,7,24,BCC0109211,DRUG,no
MRMTRP1uM02,12385,O12,4.5,-184.898,-4.631,O,12,2,Paclitaxel,DRUG,yes
MRMTRP23,12317,O06,4.5,-233.586,-4.999,O,6,23,BCC0029850,DRUG,no
MRMTRP21,12315,G12,4.5,-269.672,-5.272,G,12,21,BCC0086346,DRUG,no
MRMTRP07,12297,J14,4.5,-298.695,-5.492,J,14,7,BCC0062511,DRUG,no
MRMTRP09,12299,P05,4.5,-305.297,-5.542,P,5,9,BCC0089696,DRUG,no
MRMTRP26,12319,O08,4.5,-335.539,-5.77,O,8,26,BCC0033724,DRUG,no
MRMTRP21,12315,G05,4.5,-378.609,-6.096,G,5,21,BCC0050551,DRUG,no
MRMTRP27,12320,I13,4.5,-378.758,-6.097,I,13,27,BCC0091983,DRUG,no
MRMTRP1uM04,12389,J24,5,444.875,0.132,J,24,4,Nizatidine,DRUG,no
MRMTRP1uM04,12389,J23,5,437.977,0.08,J,23,4,Olanzapine,DRUG,no
MRMTRP1uM05,12391,J22,5,428.914,0.011,J,22,5,Cefpodoxime proxetil,DRUG,no
MRMTRP27,12320,J23,5,317.883,-0.829,J,23,27,BCC0051281,DRUG,no
MRMTRP10uM02,12386,F10,5,99.445,-2.481,F,10,2,Dyclonine hydrochloride,DRUG,no
MRMTRP23,12317,F16,5,80.297,-2.626,F,16,23,BCC0034695,DRUG,no
MRMTRP21,12315,J14,5,7.75,-3.174,J,14,21,BCC0111990,DRUG,no
MRMTRP21,12315,G09,5,-21.742,-3.397,G,9,21,BCC0093260,DRUG,no
MRMTRP43,12382,O19,5,-99.672,-3.987,O,19,43,BCC0037223,DRUG,no
MRMTRP10uM01,12384,H07,5,-105.711,-4.032,H,7,1,NSC-3852,DRUG,no
MRMTRP17,12398,F06,5,-150.852,-4.374,F,6,17,BCC0032436,DRUG,no
MRMTRP11,12301,B16,5,-204.813,-4.782,B,16,11,BCC0095323,DRUG,no
MRMTRP28,12321,L11,5,-375.398,-6.072,L,11,28,BCC0066760,DRUG,no
MRMTRP10uM01,12384,C12,5,-398.695,-6.248,C,12,1,Staurosporine,DRUG,no
MRMTRP25,12318,P05,5.5,456.719,0.221,P,5,25,BCC0036051,DRUG,no
MRMTRP1uM04,12389,J22,5.5,452.563,0.19,J,22,4,Protriptyline hydrochloride,DRUG,no
MRMTRP1uM04,12389,H22,5.5,435.578,0.061,H,22,4,L(-)-vesamicol hydrochloride,DRUG,no
MRMTRP1uM04,12389,L17,5.5,422.117,-0.04,L,17,4,Doxazosin mesylate,DRUG,no
MRMTRP1uM04,12389,F23,5.5,411.805,-0.118,F,23,4,Azlocillin sodium salt,DRUG,no
MRMTRP25,12318,P08,5.5,354.219,-0.554,P,8,25,BCC0033481,DRUG,no
MRMTRP41,12401,D16,5.5,199.305,-1.725,D,16,41,BCC0063269,DRUG,no
MRMTRP18,12312,E15,5.5,-28.367,-3.447,E,15,18,BCC0033670,DRUG,no
MRMTRP38,12335,N07,5.5,-29.609,-3.457,N,7,38,BCC0079842,DRUG,no
MRMTRP21,12315,L12,5.5,-148.578,-4.356,L,12,21,BCC0101974,DRUG,no
MRMTRP16,12311,G07,5.5,-155.203,-4.407,G,7,16,BCC0041942,DRUG,no
MRMTRP26,12319,A16,5.5,-260.266,-5.201,A,16,26,BCC0069587,DRUG,no
MRMTRP43,12382,F11,5.5,-332.891,-5.75,F,11,43,BCC0029726,DRUG,no
MRMTRP29,12322,G13,5.5,-334.094,-5.76,G,13,29,BCC0046733,DRUG,no
MRMTRP13,12303,E05,5.5,-490.148,-6.94,E,5,13,BCC0040575,DRUG,no
MRMTRP29,12322,P22,6,427.789,0.003,P,22,29,BCC0079483,DRUG,no
MRMTRP25,12318,P15,6,422.547,-0.037,P,15,25,BCC0087015,DRUG,no
MRMTRP16,12311,M18,6,322.914,-0.791,M,18,16,BCC0067607,DRUG,no
MRMTRP17,12398,P24,6,241.969,-1.403,P,24,17,BCC0039901,DRUG,no
MRMTRP32,12329,B22,6,160.586,-2.018,B,22,32,BCC0085534,DRUG,no
MRMTRP21,12315,M19,6,75.875,-2.659,M,19,21,,DRUG,no
MRMTRP38,12335,K15,6,-13.227,-3.333,K,15,38,BCC0072307,DRUG,no
MRMTRP27,12320,P06,6,-40.992,-3.543,P,6,27,BCC0101540,DRUG,no
MRMTRP20,12314,F19,6,-41.031,-3.543,F,19,20,BCC0046756,DRUG,no
MRMTRP24,12399,P14,6,-49.586,-3.608,P,14,24,BCC0040644,DRUG,no
MRMTRP10uM01,12384,F07,6,-82.023,-3.853,F,7,1,MC-1293,DRUG,no
MRMTRP17,12398,L08,6,-146.766,-4.343,L,8,17,BCC0068541,DRUG,no
MRMTRP26,12319,D20,6,-183.32,-4.619,D,20,26,BCC0031991,DRUG,no
MRMTRP15,12304,D05,6,-326.461,-5.702,D,5,15,BCC0113887,DRUG,no
MRMTRP10uM02,12386,J24,6.5,486.117,0.444,J,24,2,Fludrocortisone acetate,DRUG,no
MRMTRP1uM04,12389,F24,6.5,419.703,-0.059,F,24,4,Hymecromone,DRUG,no
MRMTRP1uM04,12389,J14,6.5,417.203,-0.078,J,14,4,Idazoxan hydrochloride,DRUG,no
MRMTRP1uM03,12387,N15,6.5,228.125,-1.508,N,15,3,Molsidomine,DRUG,no
MRMTRP10uM02,12386,C16,6.5,17.617,-3.1,C,16,2,Disulfiram,DRUG,no
MRMTRP32,12329,B13,6.5,-96.445,-3.962,B,13,32,BCC0111599,DRUG,no
MRMTRP27,12320,A23,6.5,-145.57,-4.334,A,23,27,BCC0044432,DRUG,no
MRMTRP1uM02,12385,I14,6.5,-167.047,-4.496,I,14,2,Mefloquine hydrochloride,DRUG,no
MRMTRP23,12317,A20,6.5,-193.242,-4.694,A,20,23,BCC0052856,DRUG,no
MRMTRP13,12303,C08,6.5,-429.617,-6.482,C,8,13,BCC0044451,DRUG,no
MRMTRP13,12303,C07,6.5,-524.219,-7.197,C,7,13,BCC0006111,DRUG,no
MRMTRP25,12318,P14,7,412.219,-0.115,P,14,25,BCC0112914,DRUG,no
MRMTRP1uM04,12389,N08,7,398.258,-0.221,N,8,4,Pralidoxime chloride,DRUG,no
MRMTRP33,12330,H19,7,296.531,-0.99,H,19,33,BCC0078074,DRUG,no
MRMTRP37,12334,I22,7,242.813,-1.396,I,22,37,BCC0076264,DRUG,no
MRMTRP16,12311,J17,7,143.758,-2.146,J,17,16,BCC0067616,DRUG,no
MRMTRP10uM03,12388,G15,7,75.25,-2.664,G,15,3,Amoxicillin,DRUG,no
MRMTRP09,12299,B23,7,40.859,-2.924,B,23,9,BCC0078347,DRUG,no
MRMTRP10uM02,12386,P11,7,13.094,-3.134,P,11,2,Carmofur,DRUG,no
MRMTRP38,12335,N13,7,-108.969,-4.057,N,13,38,BCC0030380,DRUG,no
MRMTRP21,12315,C20,7,-168.766,-4.509,C,20,21,,DRUG,no
MRMTRP22,12316,G13,7,-268.188,-5.261,G,13,22,BCC0092682,DRUG,no
MRMTRP28,12321,A09,7,-295.844,-5.47,A,9,28,BCC0034312,DRUG,no
MRMTRP13,12303,B06,7,-325.836,-5.697,B,6,13,BCC0036230,DRUG,no
MRMTRP18,12312,I08,7,-335.875,-5.773,I,8,18,BCC0072492,DRUG,no
MRMTRP41,12401,P24,7.5,346.383,-0.613,P,24,41,BCC0090033,DRUG,no
MRMTRP23,12317,I23,7.5,249.352,-1.347,I,23,23,BCC0071852,DRUG,no
MRMTRP16,12311,A18,7.5,173.789,-1.918,A,18,16,BCC0064927,DRUG,no
MRMTRP36,12333,C08,7.5,-26.281,-3.432,C,8,36,BCC0083233,DRUG,no
MRMTRP39,12400,A10,7.5,-227.859,-4.956,A,10,39,BCC0036274,DRUG,no
MRMTRP28,12321,G16,7.5,-251.484,-5.135,G,16,28,BCC0093924,DRUG,no
MRMTRP29,12322,P23,8,504.094,0.58,P,23,29,BCC0083505,DRUG,no
MRMTRP1uM02,12385,J23,8,459.156,0.24,J,23,2,Ranitidine hydrochloride,DRUG,no
MRMTRP1uM04,12389,L16,8,450.586,0.175,L,16,4,Dehydroisoandosterone 3-acetate,DRUG,no
MRMTRP1uM04,12389,N14,8,429.656,0.017,N,14,4,Altretamine,DRUG,no
MRMTRP29,12322,P21,8,359.484,-0.514,P,21,29,BCC0080063,DRUG,no
MRMTRP40,12336,I13,8,161.477,-2.012,I,13,40,BCC0076080,DRUG,no
MRMTRP30,12327,E12,8,81.227,-2.618,E,12,30,BCC0052768,DRUG,no
MRMTRP16,12311,A19,8,-37.492,-3.516,A,19,16,BCC0064129,DRUG,no
MRMTRP10uM01,12384,I08,8,-82.914,-3.86,I,8,1,KN-62,DRUG,no
MRMTRP38,12335,A14,8,-151.977,-4.382,A,14,38,BCC0030414,DRUG,no
MRMTRP11,12301,B06,8,-315.273,-5.617,B,6,11,BCC0033692,DRUG,no
MRMTRP17,12398,P06,8,-360.961,-5.963,P,6,17,BCC0032138,DRUG,no
MRMTRP29,12322,P24,8.5,482.031,0.413,P,24,29,BCC0054617,DRUG,no
MRMTRP1uM05,12391,N24,8.5,450.445,0.174,N,24,5,Epirubicin hydrochloride,DRUG,no
MRMTRP1uM04,12389,J20,8.5,433.391,0.045,J,20,4,Ketorolac tromethamine,DRUG,no
MRMTRP41,12401,J16,8.5,306.82,-0.912,J,16,41,BCC0081953,DRUG,no
MRMTRP09,12299,B24,8.5,94.797,-2.516,B,24,9,BCC0032691,DRUG,no
MRMTRP10,12300,P20,8.5,-170.156,-4.52,P,20,10,BCC0066082,DRUG,no
MRMTRP13,12303,M07,8.5,-402.781,-6.279,M,7,13,BCC0031269,DRUG,no
MRMTRP1uM04,12389,H24,9,431.891,0.034,H,24,4,(+)-Isoproterenol (+)-bitartrate salt,DRUG,no
MRMTRP14,12397,H21,9,426.227,-0.009,H,21,14,BCC0050593,DRUG,no
MRMTRP10uM03,12388,G22,9,317.586,-0.831,G,22,3,Epiandrosterone,DRUG,no
MRMTRP29,12322,H23,9,310.797,-0.882,H,23,29,BCC0033769,DRUG,no
MRMTRP1uM02,12385,P18,9,-69.523,-3.759,P,18,2,Quinacrine dihydrochloride hydrate,DRUG,no
MRMTRP10uM04,12390,P05,9,-218.125,-4.882,P,5,4,Iopromide,DRUG,no
MRMTRP1uM01,12383,A20,9,-363.563,-5.982,A,20,1,5-Iodotubericidin,DRUG,no
MRMTRP18,12312,H23,9.5,481.508,0.409,H,23,18,BCC0090475,DRUG,no
MRMTRP1uM04,12389,N21,9.5,431.398,0.03,N,21,4,Luteolin,DRUG,no
MRMTRP1uM04,12389,L10,9.5,427.938,0.004,L,10,4,Flucytosine,DRUG,no
MRMTRP1uM04,12389,H18,9.5,427.211,-0.002,H,18,4,Nimodipine,DRUG,no
MRMTRP1uM05,12391,L22,9.5,403.305,-0.183,L,22,5,Ritonavir,DRUG,no
MRMTRP30,12327,F11,9.5,150.109,-2.098,F,11,30,BCC0050083,DRUG,no
MRMTRP41,12401,O21,9.5,-3.68,-3.261,O,21,41,BCC0094261,DRUG,no
MRMTRP10uM03,12388,M12,9.5,-13.875,-3.338,M,12,3,Tosufloxacin hydrochloride,DRUG,no
MRMTRP36,12333,C07,9.5,-56.727,-3.662,C,7,36,BCC0083184,DRUG,no
MRMTRP1uM01,12383,E20,9.5,-60.094,-3.687,E,20,1,PKC-412,DRUG,no
MRMTRP10uM01,12384,A20,9.5,-178.008,-4.579,A,20,1,5-Iodotubericidin,DRUG,no
MRMTRP10uM01,12384,C09,9.5,-295.656,-5.469,C,9,1,NNGH,DRUG,no
MRMTRP08,12298,P10,9.5,-674.898,-8.337,P,10,8,BCC0006196,DRUG,no
MRMTRP1uM04,12389,L21,10,442.773,0.116,L,21,4,Methylhydantoin-5-(L),DRUG,no
MRMTRP1uM04,12389,N10,10,417.563,-0.075,N,10,4,Phenoxybenzamine hydrochloride,DRUG,no
MRMTRP1uM04,12389,N17,10,415.742,-0.089,N,17,4,Acetaminophen,DRUG,no
MRMTRP1uM04,12389,I22,10,384.547,-0.324,I,22,4,Isopropamide iodide,DRUG,no
MRMTRP1uM03,12387,G22,10,320.625,-0.808,G,22,3,Epiandrosterone,DRUG,no
MRMTRP37,12334,L19,10,108.227,-2.414,L,19,37,BCC0076275,DRUG,no
MRMTRP1uM02,12385,P20,10,-12.75,-3.329,P,20,2,Clofilium tosylate,DRUG,no
MRMTRP19,12313,I09,10,-69.555,-3.759,I,9,19,BCC0066073,DRUG,no
MRMTRP13,12303,J24,10.5,554.984,0.965,J,24,13,BCC0006435,DRUG,no
MRMTRP1uM04,12389,L24,10.5,472.203,0.338,L,24,4,Propofol,DRUG,no
MRMTRP1uM04,12389,K22,10.5,428.172,0.005,K,22,4,Cinoxacin,DRUG,no
MRMTRP10uM03,12388,L23,10.5,425.648,-0.014,L,23,3,Pirenperone,DRUG,no
MRMTRP25,12318,P17,10.5,415.016,-0.094,P,17,25,BCC0033660,DRUG,no
MRMTRP17,12398,I19,10.5,261.727,-1.253,I,19,17,BCC0069844,DRUG,no
MRMTRP32,12329,P22,10.5,52.867,-2.833,P,22,32,BCC0090922,DRUG,no
MRMTRP20,12314,G10,10.5,-14.375,-3.342,G,10,20,BCC0006891,DRUG,no
MRMTRP25,12318,M14,10.5,-133.859,-4.245,M,14,25,BCC0080589,DRUG,no
MRMTRP10uM01,12384,D11,10.5,-278.039,-5.336,D,11,1,EX-527,DRUG,no
MRMTRP10uM04,12390,J23,11,421.297,-0.047,J,23,4,Olanzapine,DRUG,no
MRMTRP10uM03,12388,I24,11,352.633,-0.566,I,24,3,Estradiol-17 beta,DRUG,no
MRMTRP10uM02,12386,L22,11,310.5,-0.885,L,22,2,Diperodon hydrochloride,DRUG,no
MRMTRP39,12400,I11,11,-266.211,-5.246,I,11,39,BCC0107535,DRUG,no
MRMTRP15,12304,G23,11.5,425.43,-0.015,G,23,15,BCC0103121,DRUG,no
MRMTRP1uM05,12391,M23,11.5,406.391,-0.159,M,23,5,Isradipine,DRUG,no
MRMTRP1uM04,12389,K14,11.5,392.813,-0.262,K,14,4,Guaifenesin,DRUG,no
MRMTRP10uM05,12392,J22,11.5,357.266,-0.531,J,22,5,Cefpodoxime proxetil,DRUG,no
MRMTRP10uM03,12388,A21,11.5,43.195,-2.906,A,21,3,Bisoprolol fumarate,DRUG,no
MRMTRP1uM01,12383,C13,11.5,-441.883,-6.575,C,13,1,MG-132,DRUG,no
MRMTRP1uM05,12391,M18,12,376.43,-0.386,M,18,5,Mephenytoin,DRUG,no
MRMTRP1uM03,12387,O20,12,282.258,-1.098,O,20,3,Raclopride,DRUG,no
MRMTRP26,12319,J23,12,157.18,-2.044,J,23,26,BCC0059053,DRUG,no
MRMTRP20,12314,I05,12,8.266,-3.17,I,5,20,BCC0061923,DRUG,no
MRMTRP15,12304,K22,12.5,433.305,0.044,K,22,15,BCC0035161,DRUG,no
MRMTRP25,12318,P01,12.5,431.438,0.03,P,1,25,PAC,DMSO,no
MRMTRP1uM04,12389,L19,12.5,396.727,-0.232,L,19,4,Fluvastatin sodium salt,DRUG,no
MRMTRP1uM04,12389,J15,12.5,376.664,-0.384,J,15,4,(-) -Levobunolol hydrochloride,DRUG,no
MRMTRP09,12299,J21,12.5,78.602,-2.638,J,21,9,BCC0041774,DRUG,no
MRMTRP15,12304,L12,12.5,33.047,-2.983,L,12,15,BCC0035015,DRUG,no
MRMTRP37,12334,J24,13,470.289,0.324,J,24,37,BCC0086339,DRUG,no
MRMTRP1uM05,12391,N22,13,425.992,-0.011,N,22,5,Latanoprost,DRUG,no
MRMTRP1uM04,12389,D24,13,408.875,-0.141,D,24,4,Cortisol acetate,DRUG,no
MRMTRP29,12322,P20,13,407.906,-0.148,P,20,29,BCC0094172,DRUG,no
MRMTRP18,12312,K23,13,335.773,-0.693,K,23,18,BCC0090825,DRUG,no
MRMTRP32,12329,G24,13,291.234,-1.03,G,24,32,BCC0030155,DRUG,no
MRMTRP31,12328,N24,13,225.625,-1.526,N,24,31,BCC0029520,DRUG,no
MRMTRP34,12331,I06,13,85.266,-2.588,I,6,34,BCC0106818,DRUG,no
MRMTRP18,12312,J22,13.5,471.219,0.331,J,22,18,BCC0030763,DRUG,no
MRMTRP1uM04,12389,L18,13.5,470.023,0.322,L,18,4,Benserazide hydrochloride,DRUG,no
MRMTRP1uM04,12389,L12,13.5,426.953,-0.004,L,12,4,(-)-MK 801 hydrogen maleate,DRUG,no
MRMTRP1uM04,12389,M24,13.5,423.016,-0.034,M,24,4,Clobetasol propionate,DRUG,no
MRMTRP25,12318,P09,13.5,352.523,-0.567,P,9,25,BCC0078440,DRUG,no
MRMTRP35,12332,G08,13.5,114.109,-2.37,G,8,35,BCC0100145,DRUG,no
MRMTRP12,12302,G05,13.5,-29.648,-3.457,G,5,12,BCC0036876,DRUG,no
MRMTRP31,12328,O17,13.5,-91.875,-3.928,O,17,31,BCC0049574,DRUG,no
MRMTRP15,12304,P11,13.5,-274.555,-5.309,P,11,15,BCC0045497,DRUG,no
MRMTRP10uM03,12388,J24,14,434.07,0.05,J,24,3,Tranilast,DRUG,no
MRMTRP1uM04,12389,K18,14,419.305,-0.062,K,18,4,Proadifen hydrochloride,DRUG,no
MRMTRP1uM04,12389,I12,14,333.109,-0.714,I,12,4,Ethoxyquin,DRUG,no
MRMTRP1uM05,12391,E24,14,329.758,-0.739,E,24,5,Phensuximide,DRUG,no
MRMTRP28,12321,J24,14,113.094,-2.377,J,24,28,BCC0067281,DRUG,no
MRMTRP18,12312,J24,14.5,538.883,0.843,J,24,18,BCC0075930,DRUG,no
MRMTRP1uM04,12389,F18,14.5,422.523,-0.037,F,18,4,Ethynodiol diacetate,DRUG,no
MRMTRP25,12318,P13,14.5,361.234,-0.501,P,13,25,BCC0101243,DRUG,no
MRMTRP25,12318,P11,14.5,287.875,-1.056,P,11,25,BCC0125034,DRUG,no
MRMTRP31,12328,E17,14.5,163.547,-1.996,E,17,31,BCC0102132,DRUG,no
MRMTRP10uM03,12388,K07,14.5,93.359,-2.527,K,7,3,"Amethopterin (R,S)",DRUG,no
MRMTRP18,12312,J23,15,533.273,0.8,J,23,18,BCC0088036,DRUG,no
MRMTRP18,12312,F22,15,407.813,-0.149,F,22,18,BCC0033234,DRUG,no
MRMTRP10,12300,L24,15,79.555,-2.631,L,24,10,BCC0040468,DRUG,no
MRMTRP32,12329,B12,15,45.289,-2.89,B,12,32,BCC0049188,DRUG,no
MRMTRP10uM05,12392,M23,15.5,429.586,0.016,M,23,5,Isradipine,DRUG,no
MRMTRP1uM04,12389,D22,15.5,418.563,-0.067,D,22,4,Methylatropine nitrate,DRUG,no
MRMTRP11,12301,J21,15.5,408.234,-0.145,J,21,11,BCC0006258,DRUG,no
MRMTRP1uM04,12389,D20,15.5,396.391,-0.235,D,20,4,Adrenosterone,DRUG,no
MRMTRP1uM04,12389,I18,15.5,377.68,-0.376,I,18,4,Vidarabine,DRUG,no
MRMTRP25,12318,P10,15.5,364.867,-0.473,P,10,25,BCC0038133,DRUG,no
MRMTRP1uM05,12391,I23,15.5,290.563,-1.035,I,23,5,Alfadolone acetate,DRUG,no
MRMTRP19,12313,O21,15.5,173.242,-1.923,O,21,19,BCC0101678,DRUG,no
MRMTRP37,12334,P12,15.5,-120.664,-4.145,P,12,37,BCC0037811,DRUG,no
MRMTRP10,12300,B06,15.5,-514.992,-7.128,B,6,10,BCC0097328,DRUG,no
MRMTRP14,12397,J20,16,496.125,0.519,J,20,14,BCC0033382,DRUG,no
MRMTRP10uM01,12384,J24,16,467.836,0.305,J,24,1,Empty,DRUG,no
MRMTRP1uM04,12389,E23,16,375.102,-0.396,E,23,4,Pranlukast,DRUG,no
MRMTRP34,12331,M16,16,33.883,-2.977,M,16,34,BCC0091805,DRUG,no
MRMTRP23,12317,D18,16,14.984,-3.119,D,18,23,BCC0071749,DRUG,no
MRMTRP1uM05,12391,O13,16,-115.781,-4.108,O,13,5,Alcuronium chloride,DRUG,no
MRMTRP11,12301,J23,16.5,476.867,0.374,J,23,11,BCC0039373,DRUG,no
MRMTRP15,12304,K24,16.5,438.43,0.083,K,24,15,BCC0059496,DRUG,no
MRMTRP1uM04,12389,L15,16.5,402.492,-0.189,L,15,4,(+) -Levobunolol hydrochloride,DRUG,no
MRMTRP41,12401,G23,16.5,348.742,-0.595,G,23,41,BCC0031867,DRUG,no
MRMTRP43,12382,J23,16.5,324.234,-0.781,J,23,43,BCC0036862,DRUG,no
MRMTRP1uM04,12389,N16,17,448.711,0.161,N,16,4,Prazosin hydrochloride,DRUG,no
MRMTRP1uM04,12389,H15,17,364.18,-0.479,H,15,4,Carbenoxolone disodium salt,DRUG,no
MRMTRP11,12301,I23,17,288.477,-1.051,I,23,11,BCC0040017,DRUG,no
MRMTRP10uM04,12390,F14,17,184.438,-1.838,F,14,4,Fluspirilen,DRUG,no
